week_end,btc_close,btc_ret_1w,btc_vol_1w,btc_volume_1w,etf_net_1w,etf_cum,etf_mom_4w,etf_net_ibit,etf_net_fbtc,etf_net_arkb,etf_net_bitb,etf_net_gbtc,etf_net_hodl,etf_net_btco,etf_net_ezbc,etf_net_brrr,etf_net_btcw,etf_days_pos,opt_oi_total,opt_pcr_oi,opt_pcr_vol,opt_gex_net,opt_gamma_flip,opt_skew_25d_30d,opt_maxpain_front,opt_dvol,opt_term_slope,avail_date_etf,quality_flags
2025-10-10,112774.5,-0.07737335558609859,0.23124381667607552,174123.804316,2714.8,62731.400000000016,1484.9250000000002,2625.3,88.9,-11.8,42.7,-93.3,15.1,7.5,3.6,4.8,6.0,4.0,,,,,,,,,,2025-10-13,
2025-10-17,106431.68,-0.056243388354636936,0.15942638631818848,212895.71831999999,-1225.3,61506.10000000001,956.9750000000001,-278.6,-160.0,-289.5,-128.2,-298.3,-17.5,-11.1,0.0,-19.6,0.0,1.0,,,,,,,,,,2025-10-20,
2025-10-24,111004.89,0.04296850336290858,0.10784967498060079,144214.35666,446.3,61952.400000000016,1292.9500000000003,324.3,52.300000000000004,54.00000000000001,39.6,-117.1,38.599999999999994,18.8,6.5,4.6,0.0,3.0,,,,,,,,,,2025-10-27,
2025-10-31,109608.01,-0.0125839501304853,0.1266366139390748,125422.84752,-799.0,61153.400000000016,284.20000000000005,-403.4,-155.9,-76.50000000000001,-79.0,-68.1,-3.8,-8.0,0.0,0.0,0.0,2.0,,,,,,,,,,2025-11-03,
2025-11-07,103339.08,-0.05719408645408297,0.20380470018793767,190354.47325,-1208.4,59945.000000000015,-696.6,-581.0,-438.4,-128.99999999999997,4.700000000000001,-64.3,-13.3,0.0,-8.7,0.0,0.0,1.0,,,,,,,,,,2025-11-10,
2025-11-14,94594.0,-0.08462510020410474,0.18136821565097033,179552.8063,-1111.7,58833.30000000002,-668.2,-532.4000000000001,-89.0,1.5999999999999979,-38.5,-112.69999999999999,-8.3,-30.8,-5.7,0.0,-6.0,2.0,,,,,,,,,,2025-11-17,
2025-11-21,85129.43,-0.10005465462925778,0.15733588093067996,262329.99988,-1216.8,57616.500000000015,-1083.9750000000001,-1085.7,-115.80000000000001,-85.0,-7.899999999999999,-172.4,-63.2,35.8,3.3000000000000007,0.0,0.0,2.0,,,,,,,,,,2025-11-24,
2025-11-28,90890.7,0.06767659550874483,0.12258076932330723,135498.75769,70.19999999999999,57686.70000000001,-866.6750000000001,-137.0,230.5,6.5,-18.1,16.299999999999997,-36.9,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,2025-12-01,
2025-12-05,89330.04,-0.017170733639415348,0.2453696399359041,145146.30287,-87.7,57599.000000000015,-586.5000000000001,-49.10000000000001,62.0,-77.80000000000001,9.3,-29.700000000000003,-2.9000000000000004,0.0,0.0,0.0,0.9,3.0,,,,,,,,,,2025-12-08,
2025-12-12,90268.42,0.01050464099198889,0.1077912079896174,114115.14112,286.6,57885.60000000001,-236.92499999999998,214.1,84.5,-11.099999999999998,24.6,-38.7,-25.2,6.5,8.1,0.0,1.0,3.0,,,,,,,,,,2025-12-15,
2025-12-19,88136.94,-0.023612687582213132,0.1457778142003336,120043.57495,-497.1,57388.500000000015,-57.0,-240.29999999999998,33.09999999999998,-100.7,-115.1,-27.5,-39.2,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,2025-12-22,
